5.0023	52.20
5.0125	51.01
5.0226	49.40
5.0328	49.20
5.043	49.32
5.0531	48.01
5.0633	47.80
5.0735	46.90
5.0836	46.35
5.0938	45.07
5.1039	44.71
5.1141	43.81
5.1243	43.35
5.1344	43.42
5.1446	42.16
5.1548	41.66
5.1649	41.52
5.1751	39.87
5.1853	39.51
5.1954	40.80
5.2056	38.79
5.2158	38.60
5.2259	38.24
5.2361	39.23
5.2462	36.78
5.2564	37.10
5.2666	37.43
5.2767	35.28
5.2869	36.29
5.2971	36.18
5.3072	34.54
5.3174	34.10
5.3276	33.93
5.3377	34.15
5.3479	34.02
5.3581	34.30
5.3682	33.34
5.3784	32.77
5.3886	32.48
5.3987	31.77
5.4089	31.71
5.419	31.44
5.4292	30.51
5.4394	30.19
5.4495	30.86
5.4597	30.27
5.4699	29.48
5.48	30.17
5.4902	30.47
5.5004	29.31
5.5105	29.03
5.5207	28.77
5.5309	28.86
5.541	28.68
5.5512	28.40
5.5613	28.49
5.5715	27.77
5.5817	27.45
5.5918	27.12
5.602	26.76
5.6122	26.86
5.6223	26.87
5.6325	25.89
5.6427	26.41
5.6528	26.55
5.663	26.39
5.6732	25.51
5.6833	26.08
5.6935	25.10
5.7036	25.48
5.7138	25.16
5.724	24.59
5.7341	24.76
5.7443	24.84
5.7545	25.91
5.7646	24.18
5.7748	23.73
5.785	25.02
5.7951	23.98
5.8053	23.94
5.8155	25.13
5.8256	24.13
5.8358	24.25
5.846	24.74
5.8561	23.66
5.8663	23.09
5.8764	24.23
5.8866	24.22
5.8968	24.68
5.9069	23.90
5.9171	23.80
5.9273	23.69
5.9374	24.27
5.9476	24.63
5.9578	23.76
5.9679	24.05
5.9781	22.84
5.9883	23.85
5.9984	23.31
6.0086	23.41
6.0187	23.38
6.0289	23.71
6.0391	22.91
6.0492	23.52
6.0594	23.26
6.0696	23.39
6.0797	24.06
6.0899	22.59
6.1001	23.09
6.1102	23.97
6.1204	23.44
6.1306	22.95
6.1407	22.98
6.1509	22.83
6.1611	23.12
6.1712	23.23
6.1814	21.97
6.1915	22.55
6.2017	22.80
6.2119	22.98
6.222	23.05
6.2322	22.66
6.2424	22.80
6.2525	22.96
6.2627	21.90
6.2729	22.97
6.283	22.52
6.2932	22.06
6.3034	22.94
6.3135	23.06
6.3237	22.60
6.3338	23.23
6.344	23.20
6.3542	22.68
6.3643	22.33
6.3745	22.52
6.3847	22.83
6.3948	22.46
6.405	22.43
6.4152	22.26
6.4253	22.84
6.4355	23.18
6.4457	23.04
6.4558	22.97
6.466	22.85
6.4762	22.09
6.4863	23.37
6.4965	22.78
6.5066	22.59
6.5168	23.12
6.527	23.60
6.5371	22.55
6.5473	23.21
6.5575	23.10
6.5676	22.98
6.5778	22.90
6.588	22.29
6.5981	23.10
6.6083	22.83
6.6185	23.07
6.6286	22.80
6.6388	23.32
6.6489	23.08
6.6591	23.39
6.6693	22.60
6.6794	22.49
6.6896	23.20
6.6998	23.37
6.7099	23.56
6.7201	22.63
6.7303	23.40
6.7404	23.77
6.7506	22.71
6.7608	22.82
6.7709	23.26
6.7811	23.49
6.7913	23.49
6.8014	22.79
6.8116	24.10
6.8217	23.68
6.8319	23.82
6.8421	24.09
6.8522	23.04
6.8624	24.07
6.8726	23.62
6.8827	23.85
6.8929	22.96
6.9031	23.93
6.9132	23.29
6.9234	23.31
6.9336	23.66
6.9437	23.13
6.9539	23.82
6.964	23.60
6.9742	23.47
6.9844	23.91
6.9945	23.80
7.0047	23.83
7.0149	23.91
7.025	23.80
7.0352	23.88
7.0454	23.15
7.0555	23.16
7.0657	23.77
7.0759	23.37
7.086	23.87
7.0962	23.90
7.1064	24.19
7.1165	24.01
7.1267	23.70
7.1368	23.77
7.147	23.07
7.1572	23.87
7.1673	24.43
7.1775	23.97
7.1877	23.99
7.1978	24.60
7.208	25.09
7.2182	23.71
7.2283	24.26
7.2385	24.92
7.2487	23.74
7.2588	24.43
7.269	24.70
7.2791	24.67
7.2893	24.82
7.2995	24.32
7.3096	24.57
7.3198	25.20
7.33	24.21
7.3401	24.82
7.3503	24.62
7.3605	24.15
7.3706	24.88
7.3808	24.13
7.391	24.50
7.4011	24.93
7.4113	24.81
7.4215	24.20
7.4316	24.34
7.4418	24.81
7.4519	23.69
7.4621	24.62
7.4723	24.88
7.4824	24.59
7.4926	24.07
7.5028	24.96
7.5129	24.32
7.5231	24.70
7.5333	25.13
7.5434	24.74
7.5536	25.03
7.5638	24.65
7.5739	24.76
7.5841	24.87
7.5942	24.88
7.6044	24.53
7.6146	24.85
7.6247	24.38
7.6349	25.07
7.6451	24.79
7.6552	23.98
7.6654	25.15
7.6756	23.85
7.6857	24.82
7.6959	24.87
7.7061	24.85
7.7162	25.51
7.7264	25.40
7.7365	25.16
7.7467	25.15
7.7569	24.68
7.767	25.18
7.7772	24.62
7.7874	25.32
7.7975	25.44
7.8077	24.76
7.8179	24.65
7.828	24.94
7.8382	25.12
7.8484	25.16
7.8585	25.22
7.8687	25.51
7.8789	25.88
7.889	26.40
7.8992	26.19
7.9093	25.54
7.9195	25.40
7.9297	25.61
7.9398	25.54
7.95	25.12
7.9602	25.43
7.9703	25.22
7.9805	26.24
7.9907	25.29
8.0008	25.97
8.011	26.90
8.0212	25.46
8.0313	26.38
8.0415	26.15
8.0516	26.21
8.0618	26.01
8.072	25.98
8.0821	26.22
8.0923	25.68
8.1025	25.70
8.1126	26.26
8.1228	25.68
8.133	25.96
8.1431	26.28
8.1533	26.02
8.1635	26.99
8.1736	25.79
8.1838	25.28
8.194	26.04
8.2041	26.87
8.2143	26.49
8.2244	26.40
8.2346	26.64
8.2448	25.72
8.2549	26.01
8.2651	26.24
8.2753	26.19
8.2854	26.59
8.2956	26.67
8.3058	27.12
8.3159	26.46
8.3261	26.74
8.3363	26.87
8.3464	26.83
8.3566	26.98
8.3667	26.38
8.3769	25.79
8.3871	26.62
8.3972	26.86
8.4074	26.91
8.4176	26.58
8.4277	26.37
8.4379	27.51
8.4481	26.43
8.4582	27.18
8.4684	26.56
8.4786	26.68
8.4887	26.66
8.4989	26.77
8.5091	27.12
8.5192	26.45
8.5294	26.63
8.5395	27.21
8.5497	27.73
8.5599	27.14
8.57	28.10
8.5802	26.55
8.5904	27.65
8.6005	27.16
8.6107	26.82
8.6209	27.58
8.631	27.17
8.6412	27.74
8.6514	27.57
8.6615	28.10
8.6717	27.32
8.6818	27.27
8.692	28.85
8.7022	26.64
8.7123	27.93
8.7225	26.86
8.7327	26.99
8.7428	27.79
8.753	27.22
8.7632	27.71
8.7733	27.84
8.7835	27.80
8.7937	27.82
8.8038	27.41
8.814	28.74
8.8242	27.54
8.8343	27.40
8.8445	27.59
8.8546	28.02
8.8648	28.02
8.875	27.19
8.8851	27.88
8.8953	28.68
8.9055	28.37
8.9156	28.10
8.9258	28.09
8.936	28.75
8.9461	27.77
8.9563	29.20
8.9665	27.27
8.9766	27.77
8.9868	27.84
8.9969	28.93
9.0071	28.23
9.0173	28.00
9.0274	27.93
9.0376	27.94
9.0478	29.01
9.0579	28.05
9.0681	28.27
9.0783	29.02
9.0884	29.48
9.0986	27.43
9.1088	28.46
9.1189	28.90
9.1291	28.48
9.1393	29.65
9.1494	28.20
9.1596	28.23
9.1697	28.34
9.1799	28.92
9.1901	28.48
9.2002	28.48
9.2104	29.36
9.2206	28.07
9.2307	28.34
9.2409	28.93
9.2511	28.60
9.2612	28.65
9.2714	29.21
9.2816	28.23
9.2917	29.84
9.3019	29.85
9.312	28.75
9.3222	28.63
9.3324	29.16
9.3425	28.95
9.3527	28.45
9.3629	29.01
9.373	28.91
