5.0023	51.96
5.0125	51.99
5.0226	50.93
5.0328	49.71
5.043	50.34
5.0531	49.59
5.0633	47.45
5.0735	47.58
5.0836	45.96
5.0938	46.72
5.1039	46.14
5.1141	46.77
5.1243	45.55
5.1344	45.31
5.1446	43.44
5.1548	42.29
5.1649	41.98
5.1751	43.59
5.1853	40.58
5.1954	40.54
5.2056	40.09
5.2158	39.84
5.2259	40.15
5.2361	39.03
5.2462	38.32
5.2564	39.04
5.2666	37.52
5.2767	37.77
5.2869	37.66
5.2971	36.64
5.3072	35.52
5.3174	35.55
5.3276	36.23
5.3377	35.46
5.3479	34.22
5.3581	34.52
5.3682	34.29
5.3784	33.90
5.3886	34.16
5.3987	33.45
5.4089	33.30
5.419	32.94
5.4292	32.04
5.4394	32.34
5.4495	31.99
5.4597	31.12
5.4699	31.70
5.48	31.51
5.4902	31.03
5.5004	30.21
5.5105	30.84
5.5207	29.95
5.5309	30.62
5.541	29.80
5.5512	29.84
5.5613	29.29
5.5715	29.82
5.5817	28.85
5.5918	28.64
5.602	29.04
5.6122	27.67
5.6223	28.49
5.6325	28.48
5.6427	27.29
5.6528	28.21
5.663	27.76
5.6732	27.56
5.6833	27.38
5.6935	27.27
5.7036	26.87
5.7138	26.48
5.724	27.48
5.7341	26.95
5.7443	26.41
5.7545	26.33
5.7646	25.64
5.7748	26.46
5.785	27.06
5.7951	25.60
5.8053	25.25
5.8155	26.18
5.8256	25.52
5.8358	26.18
5.846	26.37
5.8561	25.38
5.8663	25.85
5.8764	25.70
5.8866	26.27
5.8968	25.73
5.9069	25.75
5.9171	25.91
5.9273	25.76
5.9374	26.28
5.9476	25.58
5.9578	25.64
5.9679	25.28
5.9781	25.62
5.9883	25.50
5.9984	25.53
6.0086	25.25
6.0187	25.43
6.0289	25.52
6.0391	26.04
6.0492	25.54
6.0594	25.40
6.0696	25.18
6.0797	25.71
6.0899	25.23
6.1001	25.56
6.1102	24.80
6.1204	25.03
6.1306	24.72
6.1407	24.52
6.1509	24.45
6.1611	25.06
6.1712	24.78
6.1814	24.64
6.1915	24.75
6.2017	24.69
6.2119	24.57
6.222	24.85
6.2322	24.93
6.2424	24.97
6.2525	24.98
6.2627	25.32
6.2729	24.81
6.283	24.98
6.2932	24.90
6.3034	25.61
6.3135	25.15
6.3237	25.25
6.3338	25.20
6.344	24.96
6.3542	24.43
6.3643	24.52
6.3745	24.77
6.3847	24.45
6.3948	24.88
6.405	25.68
6.4152	25.45
6.4253	25.08
6.4355	25.30
6.4457	25.20
6.4558	25.42
6.466	25.67
6.4762	24.26
6.4863	25.96
6.4965	25.15
6.5066	24.84
6.5168	25.11
6.527	25.23
6.5371	25.32
6.5473	25.12
6.5575	25.29
6.5676	25.65
6.5778	26.13
6.588	25.62
6.5981	24.88
6.6083	24.88
6.6185	25.29
6.6286	25.53
6.6388	25.48
6.6489	25.83
6.6591	25.85
6.6693	25.63
6.6794	25.66
6.6896	25.10
6.6998	25.85
6.7099	26.42
6.7201	25.92
6.7303	25.74
6.7404	26.33
6.7506	25.13
6.7608	26.00
6.7709	25.67
6.7811	26.06
6.7913	25.65
6.8014	26.63
6.8116	26.95
6.8217	26.78
6.8319	25.88
6.8421	25.51
6.8522	25.88
6.8624	26.18
6.8726	26.06
6.8827	26.40
6.8929	26.20
6.9031	25.58
6.9132	25.68
6.9234	25.94
6.9336	26.11
6.9437	26.42
6.9539	25.93
6.964	26.31
6.9742	26.63
6.9844	25.70
6.9945	26.74
7.0047	26.38
7.0149	26.62
7.025	27.14
7.0352	25.87
7.0454	27.15
7.0555	25.88
7.0657	26.36
7.0759	26.18
7.086	27.04
7.0962	26.65
7.1064	26.35
7.1165	26.59
7.1267	26.43
7.1368	26.59
7.147	26.66
7.1572	27.40
7.1673	26.52
7.1775	26.72
7.1877	27.83
7.1978	27.37
7.208	26.53
7.2182	27.26
7.2283	26.41
7.2385	27.19
7.2487	27.10
7.2588	27.36
7.269	25.74
7.2791	27.24
7.2893	28.33
7.2995	27.25
7.3096	27.54
7.3198	27.76
7.33	26.82
7.3401	27.49
7.3503	27.02
7.3605	27.25
7.3706	27.42
7.3808	27.60
7.391	27.43
7.4011	27.91
7.4113	27.92
7.4215	26.86
7.4316	26.63
7.4418	26.87
7.4519	27.63
7.4621	27.63
7.4723	27.56
7.4824	27.77
7.4926	27.49
7.5028	27.93
7.5129	27.54
7.5231	26.72
7.5333	28.21
7.5434	27.85
7.5536	28.27
7.5638	27.95
7.5739	27.82
7.5841	28.48
7.5942	28.26
7.6044	27.82
7.6146	27.41
7.6247	28.29
7.6349	28.15
7.6451	27.97
7.6552	28.00
7.6654	27.99
7.6756	27.87
7.6857	28.01
7.6959	27.66
7.7061	28.13
7.7162	28.04
7.7264	27.57
7.7365	28.40
7.7467	28.52
7.7569	28.76
7.767	28.81
7.7772	28.60
7.7874	27.07
7.7975	28.46
7.8077	29.41
7.8179	27.74
7.828	28.16
7.8382	29.35
7.8484	28.12
7.8585	29.24
7.8687	29.69
7.8789	29.75
7.889	29.44
7.8992	28.39
7.9093	29.11
7.9195	29.09
7.9297	29.43
7.9398	28.85
7.95	29.39
7.9602	30.09
7.9703	28.89
7.9805	29.15
7.9907	29.05
8.0008	29.07
8.011	29.20
8.0212	29.48
8.0313	28.82
8.0415	29.45
8.0516	29.87
8.0618	29.61
8.072	29.45
8.0821	29.63
8.0923	29.19
8.1025	28.91
8.1126	29.43
8.1228	28.83
8.133	30.39
